進貨日期,客戶,鍛品來源,貨單編號,-,材質,品名,幾分 ×,規格,× 幾角, 數量 ,件數, 加工,圖號,下一關,備註,出貨狀況,K,B,出貨數量,數量尚有, 次批數量 ,出貨總數量,數量差,原因,總重,桶重,單重,換算數量
111/06/15,維興,潮洋,22615003,-1,50BV30,S,1/2 ×,32,× 6R,"                 1,006 ",1K,S.92,,玄豐,,? 出貨完畢,1K,,,  ,,,,,,,,
111/06/15,維興,潮洋,22615003,-2,50BV30,S,1/2 ×,18,× 12R,"                 1,028 ",1K,S.92,,玄豐,,? 出貨完畢,1K,,,  ,,,,,,,,
111/06/14,杰毅,銳錩,002126,-1,50BV30,HBS,1/2 ×,10,× 6R,"                 5,000 ",1K2B,正R珠溝,,杰毅,,? 出貨完畢,1K,,,  ,,,,,,,,
111/06/14,杰毅,興信,AD222053002-01,-1,50BV30,短套,1/2 ×,10,× 6R,"                 1,350 ",3B,RO,,杰毅,,? 出貨完畢,,2B,,  ,,,,,,,,
111/08/02,偉順,入庫尚揚,1110073,-2,50BV30,短套,1/2 ×,15,× 12R,"                 2,200 ",-,反R,111/09/20,杰霖,1110073,? 出貨完畢,1K,,,  ,,,,,,,,
111/06/14,維興,維興,2220635,-1,-,母座,1/2 ×,-,,"               22,000 ",12K,#4321120 直型,,玄豐,,? 出貨完畢,,,,  ,,,,,,,,
111/06/14,維興,維興,2220635,-2,-,母座,1/2 ×,-,,"                 8,236 ",-,#4321130 R型,,玄豐,,? 出貨完畢,3K,,,  ,,,,,,,,
111/06/14,杰毅,杰毅,AIM22061312,-1,50BV30,短套,1/2 ×,17,× 6R,"                 4,907 ",2K,RO,,杰毅,,? 出貨完畢,2K,,,  ,,,,,,,,
111/06/14,向得行,潮洋,22610008,-1,50BV30,長套,1/2 ×,28,× 6R,"                 3,130 ",5K,反R,,順龍,急件,? 出貨完畢,4K,,"            2,355 ",  ,                            775 ,,,,,,,
111/06/13,維興,維興,2221565,-1,-,L,1/2 ×,15,× 6R,"                 5,060 ",22B,長美單,,立富,,? 出貨完畢,3K,,,  ,,,,,,,,
111/06/13,維興,維興,2221566,-1,-,L,1/2 ×,24,× 6R,"                 4,030 ",73B,L.DIN,,立富,,? 出貨完畢,5K,,,  ,,,,,,,,
111/06/13,維興,維興,2221565,-2,-,S,1/2 ×,22,× 6R,"                 1,890 ",7B,單滑溝,,鴻輝,,? 出貨完畢,1K,,,  ,,,,,,,,
111/06/13,維興,維興,2221565,-3,-,L,1/2 ×,14,× 6R,"                 3,150 ",15B,長美單,,鴻輝,,? 出貨完畢,2K,,,  ,,,,,,,,
111/06/13,維興,維興,2221566,-2,-,L,1/2 ×,24,× 6R,"                 4,000 ",73B,#147H00,,鴻輝,,? 出貨完畢,4K,,,  ,,,,,,,,
111/04/28,偉順,祐田,111050118,-1,50BV30,短套,1/2 ×,18,× 6R,"                 2,000 ",5B,反R,,杰霖,111046,? 出貨完畢,1K,,,  ,,,,,,,,
111/02/21,偉順,昇達鑫,20220221023,-1,50BV30,短套,1/2 ×,1-1/16,× 12R,"                 1,700 ",15B,直型,,杰霖,111016,? 出貨完畢,,,,  ,,,  ,,,,,
111/03/04,偉順,昇達鑫,20220302021,-1,50BV30,短套,1/2 ×,22,× 12R,                     650 ,5B,直型小雙溝,,杰霖,111021,? 出貨完畢,,,,  ,,,  ,,,,,
111/06/10,仁廷,智旺,1110610abei2,-2,50BV30,萬向,1/2 ×,19,× 6R,"               15,559 ",62+1B,,,,,? 出貨完畢,6K,1B,,  ,,,,,,,,
111/06/10,鉅朋,智旺,20220609009,-1,50BV30,短汽,1/2 ×,22,× 6R,                     270 ,1B,雙頭,,鴻輝,,? 出貨完畢,,1B,,  ,,,,,,,,
111/08/15,仁廷,智旺,20220808019,-1,50BV30,萬向,1/2 ×,19,× 6R,"                 9,927 ",39+1B,,,,,? 出貨完畢,5K,,,  ,,,,,,,,
111/01/19,杰毅,昇達鑫,20220119034,-1,440,短汽,1/2 ×,19,× 6R,                     350 ,1B,RO汽溝,,,202201200001,? 出貨完畢,,,,  ,,,  ,,,,,
111/06/07,向得行,松亞豐鑫,1110607FS,-1,50BV30,短套,3/4 ×,36,× 6R,"                 2,076 ",5K,車破反R,,宏元,,? 出貨完畢,4K,,,  ,,,,,,,,
111/06/07,杰毅,觀宏,11106060004,-1,50BV30,HBS,1/2 ×,5/16,× 6R,"                 2,000 ",4B,正R珠溝,,,,? 出貨完畢,1K,,,  ,,,,,,,,
111/08/02,偉順,入庫尚揚,1110074,-3,50BV30,短套,1/2 ×,30,× 12R,"                 1,500 ",-,直型小雙溝,111/09/30,杰霖,1110074,? 出貨完畢,2K,,,  ,,,,,,,,
111/08/02,偉順,入庫尚揚,1110073,-3,50BV30,短套,1/2 ×,15,× 12R,"                 1,500 ",-,直型小雙溝,111/09/30,杰霖,1110073,? 出貨完畢,1K,,,  ,,,,,,,,
111/06/06,六宏,昇達鑫,AH1110601,-1,50BV30,短套,1/2 ×,32,× 齒,                     600 ,4B,反R,,得利,,? 出貨完畢,1K,,,  ,,,,,,,,
111/06/01,維興,維興,2221559,-1,-,S,1/2 ×,"1""",× 6R,"                 5,029 ",32B,短美單,,立富,,? 出貨完畢,4K,,,  ,,,,,,,,
111/06/01,維興,維興,2221559,-2,-,S,1/2 ×,26,× 6R,"                 5,042 ",32B,短美單,,鴻輝,,? 出貨完畢,4K,,,  ,,,,,,,,
111/05/31,杰毅,昇達鑫,20220530013,-1,50BV30,短套,1/2 ×,10,× 6R,"                 3,300 ",6B,RO,,杰毅,,? 出貨完畢,,3B,"            1,765 ",  ,"                         1,535 ",3290,10,不良,,,,
112/01/09,偉順,昇達鑫,20221230019,-1,50BV30,短套,1/2 ×,1-1/16,× 12R,"                 1,350 ",-,112025,,,112001,?? 訂單轉移,,,,"           1,350 ",,,,,,,,
109/01/13,六宏,昇達鑫入,20200113003,-3,50BV30,短套,1/2 ×,30,× 梅,"                 3,200 ",20B,,,,庫存??,,,,,,,,,,,,,
111/05/30,向得行,潮洋,22525002,-1,50BV30,長套,1/2 ×,19,× 12R,"                 4,050 ",4K,反R,,順龍,28Q,? 出貨完畢,3K,,"            2,748 ",  ,"                         1,302 ",,,,,,,
111/05/27,杰毅,昇達鑫,20220526026,-1,50BV30,短套,1/2 ×,14,× 6R,"                 5,200 ",8B,RO,,,,? 出貨完畢,1K,1B,,  ,,,,,,,,
111/05/27,維興,維興,2220519,-1,-,S,1/2 ×,24,× 12R,"                 3,000 ",2K,S.DIN,,鴻輝,,? 出貨完畢,3K,,,  ,,,,,,,,
111/05/27,杰毅,昇達鑫,20220526026,-2,50BV30,短套,1/2 ×,E14,,                     550 ,1B,RO板溝,,,,? 出貨完畢,,1B,,  ,,,,,,,,
111/05/26,維興,維興,2221402,-1,-,L,1/2 ×,21,× 6R,"                 2,100 ",14B,L.DIN,,,,? 出貨完畢,2K,,,  ,,,,,,,,
111/05/26,維興,維興,2221402,-2,-,L,1/2 ×,19,× 6R,"                 4,590 ",27B,長美單,,鴻輝,,? 出貨完畢,4K,,"            4,590 ",  ,,,,,,,,
111/05/26,維興,維興,2221402,-3,-,L,1/2 ×,21,× 6R,"                 3,000 ",20B,L.D﹢2,,,,? 出貨完畢,,,,  ,,,,,,,,
111/05/25,維興,三仕,1110525103,-1,50BV30,S,1/2 ×,22,× 6R,"                 2,100 ",7B,S.92,,玄豐,,? 出貨完畢,1K,,,  ,,,,,,,,
111/05/25,偉順,三仕,1110520110,-1,50BV30,短套,1/2 ×,1-1/16,× 12R,"                 1,000 ",20B,直型大雙溝 #PGM,,偉順,111057,? 出貨完畢,1K,,,  ,,,,,,,,
111/05/25,向得行,三仕,1110519105,-1,50BV30,短套,1/2 ×,18,× 12R,"                 5,000 ",10B,反R,,順龍,,? 出貨完畢,2K,,"            5,075 ",  ,,,,,,,,
111/05/24,杰毅,昇達鑫,20220523028,-1,440,短汽,1/2 ×,11,× 6R,"                 1,200 ",3B,車一頭,,杰毅,,? 出貨完畢,,,"            7,200 ",  ,,,,,,,,
111/05/24,維興,維興,2221013,-1,-,S,1/2 ×,9,× 6R,"                 3,188 ",7B,短美單,,,,? 出貨完畢,1K,,,  ,,,,,,,,
111/05/24,維興,昇達鑫,20220523027,-1,50BV30,L,1/2 ×,16,× 6R,"                 2,000 ",8B,L.92,,銓成,,? 出貨完畢,1K,,,  ,,,,,,,,
111/05/23,仁廷,昇達鑫,BM1110523,-1,6140,短套,3/4 ×,29,× 6R,"                 5,073 ",46+1B,反R,,君成,,? 出貨完畢,,,"            1,955 ",  ,"                         3,115 ",5070,,,,,,
111/05/23,仁廷,昇達鑫,BM1110523,-2,6140,短套,3/4 ×,28,× 6R,"                 3,095 ",25+1B,反R,,君成,,? 出貨完畢,3K,,,  ,,,,,,,,
111/05/23,仁廷,昇達鑫,BM1110523,-3,6140,短套,3/4 ×,34,× 6R,"                 3,114 ",34+1B,反R,,君成,,? 出貨完畢,4K,,,  ,,,,,,,,
111/05/20,?德,?德,1110520HD,-1,50BV30,長汽,3/4 ×,1-1/4,× 6R,"                 4,382 ",12K,車破反R無珠溝,,信昌 (潮松料),,? 出貨完畢,6K,,,  ,,,,,,,,
111/05/19,維興,維興,2221011,-1,-,L,1/2 ×,18,× 6R,"                 5,127 ",37B,#147000A,,鴻輝,,? 出貨完畢,4K,1B,,  ,,,,,,,,
111/05/19,維興,維興,2221011,-2,-,L,1/2 ×,16,× 6R,"                 1,500 ",47B,#147H00,,,,? 出貨完畢,,,,  ,,,,,,,,
111/01/26,向得行,潮洋,1017181,-1,415,短汽,3/4 ×,32,× 6R,"                 3,643 ",5K,車破反R汽溝,,-,,? 出貨完畢,,,,  ,,,  ,,,,,
111/05/18,杰毅,興信,AD222042801-02,-1,50BV30,短套,1/2 ×,10,× 12R,                     450 ,1B,RO下板溝,,杰毅,AB222042701,? 出貨完畢,,1B,,  ,,,,,,,,
111/05/18,杰毅,興信,AD222042801-02,-2,50BV30,短套,1/2 ×,24,× 12R,                     500 ,2B,RO,,,AB222042701,? 出貨完畢,,3B,,  ,,,,,,,,
111/05/18,杰毅,興信,AD222042801-02,-3,50BV30,短套,1/2 ×,13,× 6R,"                 1,000 ",2B,RO下板溝,,,AB222042701,? 出貨完畢,,2B,,  ,,,,,,,,
111/05/17,維興,昇達鑫,20220516027,-1,50BV30,L,1/2 ×,14,× 6R,"                 1,200 ",4B,L.95,,銓成,#92R加長,? 出貨完畢,2K,,,  ,,,,,,,,
111/05/17,維興,三仕,1110512121,-1,50BV30,S,1/2 ×,27,× 6R,"                 2,000 ",10B,S.92,,,,? 出貨完畢,,,,  ,,,,,,,,
111/05/17,維興,三仕,1110516112,-1,50BV30,S,1/2 ×,27,× 6R,"                 3,000 ",15B,S.92,,,,? 出貨完畢,,,,  ,,,,,,,,
111/05/17,偉順,三仕,1110512120,-1,50BV30,短套,1/2 ×,27,× 6R,                     600 ,15B,反R一溝,,偉順,111056,? 出貨完畢,1K,,,  ,,,,,,,,
111/03/23,偉順,祐田,111032306,-1,50BV30,短套,1/2 ×,21,× 12R,"                 3,200 ",8B,直型大雙溝,,杰霖,111031,? 出貨完畢,,,,  ,,,  ,,,,,
111/05/12,仁廷,昇達鑫,20220511007,-1,6140,短套,3/4 ×,21,× 6R,"                 3,099 ",15+1B,正R,,君成,,? 出貨完畢,2K,,,  ,,,,,,,,
111/05/12,偉順,三仕,1110511115,-1,50BV30,短套,1/2 ×,E16,,"                 2,000 ",4B,正R板溝,,偉順,111052,? 出貨完畢,1K,,,  ,,,,,,,,
111/07/15,偉順,昇達鑫,AQ1110714,-2,50BV30,短套,1/2 ×,1-5/16,× 6R,                     466 ,8+1,直型中雙溝,,偉順,111071,? 出貨完畢,1K,1B,                478 ,  ,,,,,,,,
111/03/18,偉順,昇達鑫,20220318020,-1,50BV30,短套,1/2 ×,24,× 12R,"                 1,382 ",10B,直型小雙溝,,杰霖,111030,? 出貨完畢,,,,  ,,,  ,,,,,
111/05/12,仁廷,昇達鑫,20220511007,-2,6140,短套,3/4 ×,21,× 12R,"                 3,108 ",15+1B,正R,,君成,,? 出貨完畢,2K,,,  ,,,,,,,,
111/09/08,偉順,三仕,1110907120,-1,50BV30,短套,1/2 ×,23,× 6R,                     400 ,12B,反R,111/09/21,杰霖,111091,? 出貨完畢,,,,  ,,,,,,,,
111/05/11,杰毅,杰毅,AIM22050604,-1,50BV30,短套,1/2 ×,15,× 12R,"                 1,000 ",1K,RO,,,,? 出貨完畢,1K,,                996 ,  ,,,,,,,,
111/05/11,維興,維興,2220369,-1,-,S,1/2 ×,17,× 6R,"                 5,200 ",43B,短美單,,鴻輝,,? 出貨完畢,2K,1B,"            5,217 ",  ,,,,,,,,
111/05/11,向得行,潮洋,22307005,-1,50BV30,長套,1/2 ×,17,× 6R,"               10,300 ",7K,反R,,順龍,出貨秤重,? 出貨完畢,6K,,"          10,370 ",  ,,,,,,,,
111/05/11,維興,維興,2220369,-2,-,S,1/2 ×,14,× 6R,"                 6,300 ",14B,短美單,,,,? 出貨完畢,,,,  ,,,,,,,,
111/05/10,仁廷,昇達鑫,BM1110509,-1,6140,短套,3/4 ×,19,× 6R,"               10,005 ",52+1B,正R,,君成,,? 出貨完畢,7K,,,  ,,,,,,,,
111/05/10,仁廷,昇達鑫,BM1110509,-2,6140,短套,3/4 ×,19,× 12R,"                 3,142 ",16+1B,正R,,君成,,? 出貨完畢,2K,,,  ,,,,,,,,
111/05/10,向得行,向得行,11050142,-1,50BV30,短套,1/2 ×,35,× 6R,"                 1,703 ",3K,車破反R,,銓成,1018091,? 出貨完畢,,,,  ,,,,,,,,
111/05/10,向得行,向得行,11050142,-2,415,短汽,3/4 ×,19,× 6R,"                 2,171 ",2K,正R汽溝,,-,1018091,? 出貨完畢,,,,  ,,,,,,,,
111/01/13,六宏,昇達鑫,AH1110113,-1,440,長汽,1/2 ×,32,× 6R,"                 6,238 ",89+1B,反R汽溝,,,,? 出貨完畢,,,,  ,,,  ,,,,,
111/01/25,六宏,潮洋,22125017,-1,440,接頭,3/4 ×,1/2,,"               15,175 ",14K,汽動更換,,春億,,? 出貨完畢,,,,  ,,,  ,,,,,
110/07/24,筌振,智旺,005840,-1,50BV30,短套,3/4 ×,30,× 6R,"                 4,100 ",6K,反R無珠溝,,,,? 出貨完畢,,,,  ,,,,,,,,
111/05/05,仁廷,昇達鑫,BM1110505,-1,6140,短套,3/4 ×,23,× 6R,"                 5,120 ",32B,正R,,君成,,? 出貨完畢,,,,  ,,,,,,,,
111/05/05,杰毅,昇達鑫,20220505007,-1,50BV30,短套,1/2 ×,16,× 12R,                     700 ,1B,RO,,,,? 出貨完畢,,,,  ,,,,,,,,
110/08/11,筌振,良展,008376,-1,50BV30,短套,3/4 ×,26,× 6R,"                 2,991 ",3K,正R無珠溝,,有旺,,? 出貨完畢,,,,  ,,,,,,,,
111/05/05,維興,昇達鑫,BJ1110505,-1,50BV30,L,1/2 ×,7/8,× 6R,"               15,130 ",89B,#1425000,,鴻輝,,? 出貨完畢,10K,,"          14,850 ",  ,,,,,,,,
111/05/04,杰毅,杰毅,AIM22050308,-1,50BV30,短套,1/2 ×,21,× 6R,"                 3,000 ",1K1B,RO,,,,? 出貨完畢,,,,  ,,,,,,,,
111/05/04,?德,?德,1110504HD,-1,50BV30,短套,3/4 ×,36,× 6R,"                 6,059 ",12K,車破反R,,?德,,? 出貨完畢,,,,  ,,,,,,,,
111/03/18,偉順,昇達鑫,20220318020,-2,50BV30,短套,1/2 ×,25,× 6R,                     500 ,4B,直型中雙溝,,杰霖,111030,? 出貨完畢,,,,  ,,,  ,,,,,
111/03/16,偉順,昇達鑫,1110316-111029,-1,50BV30,短套,1/2 ×,11,× 6R,                     992 ,4B,正R中雙溝,,杰霖,111029,? 出貨完畢,,,,  ,,,  ,,,,,
111/05/03,維興,維興,2220564,-1,-,S,1/2 ×,24,× 6R,"                 2,960 ",3K,S.DIN,,立富,,? 出貨完畢,2K,,"            3,017 ",  ,,,,,,,,
111/03/09,維興,昇達鑫,20220309042,-1,50BV30,L,1/2 ×,9/16,× 6R,                     900 ,3B,#1425000,,鴻輝,,? 出貨完畢,,,,  ,,,  ,,,,,
111/05/03,向得行,三仕,1110503464,-1,440,長汽,1/2 ×,26,× 6R,"                 5,117 ",57B,反R汽溝,,宏元,,? 出貨完畢,7K,,"            4,855 ",  ,,,262,不良,,,,
111/04/29,六宏,昇達鑫,20220429009,-1,50BV30,長套,1/2 ×,32,× 12R,                     400 ,15B,反R板溝,,,,? 出貨完畢,1K,,,  ,,,,,,,,
111/04/29,六宏,昇達鑫,20220429009,-2,50BV30,長套,1/2 ×,32,× 12R,                     800 ,15B,反R,,,,? 出貨完畢,2K,,,  ,,,,,,,,
111/02/21,偉順,昇達鑫,20220221023,-2,50BV30,短套,1/2 ×,22,× 6R,                     700 ,5B,反R,,杰霖,111016,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/28,杰毅,興信,1110428SS,-1,50BV30,短套,1/2 ×,28,× 6R,                     300 ,2B,RO,,杰毅,,? 出貨完畢,1K,,,  ,,,,,,,,
111/03/15,偉順,昇達鑫,20220314001,-1,50BV30,短套,1/2 ×,1-1/8,× 12R,                     350 ,17B,反R一溝,,杰霖,111028,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/15,偉順,三仕,1110414118,-1,50BV30,短套,1/2 ×,E11,,"                 2,000 ",7B,正R板溝,,杰霖,111040,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/01,偉順,三仕,1110401497,-1,50BV30,短套,1/2 ×,21,× 12R,"                 5,400 ",24B,直型大雙溝,,杰霖,111036,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/21,偉順,三仕,1110421129,-1,50BV30,短套,1/2 ×,17,× 12R,                     500 ,10B,反R,,杰霖,111044,? 出貨完畢,,1B,,  ,,,,,,,,
111/04/28,杰毅,興信,1110428SS,-2,50BV30,短套,1/2 ×,13,× 6R,"                 3,500 ",7B,RO,,,,? 出貨完畢,,,,  ,,,,,,,,
111/04/27,維興,三仕,1110426106,-1,50BV30,S,1/2 ×,13,× 6R,"                 3,600 ",11B,S.92,,銓成,,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/26,維興,維興,2220241,-1,-,S,1/2 ×,36,× 6R,                     450 ,1K,S.01+車破,,銓成,,? 出貨完畢,1K,2B,,  ,,,,,,,,
111/04/25,?德,?德,1110425HD,-1,440,長汽,3/4 ×,1-3/16,× 6R,"                 3,113 ",8K,直型汽溝,,,,? 出貨完畢,,,,  ,,,,,,,,
111/04/22,六宏,昇達鑫,20220420019,-1,50BV30,長套,1/2 ×,17,× 12R,                     680 ,6B,反R,,得利,,? 出貨完畢,1K,,,  ,,,  ,,,,,
111/04/22,杰毅,昇達鑫,20220209019,-1,50BV30,短套,1/2 ×,18,× 12R,                     450 ,1B,RO雙溝,,,202202100002,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/22,杰毅,昇達鑫,20220209019,-2,50BV30,短套,1/2 ×,25,× 12R,                     250 ,1B,RO,,,202202100002,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/21,向得行,向得行,1018086,-1,50BV30,短套,3/4 ×,36,× 6R,"                 1,080 ",2K,車破反R,,宏元,,? 出貨完畢,2K,,,  ,,,  ,,,,,
111/04/21,向得行,向得行,1018086,-2,415,短汽,3/4 ×,27,× 6R,"                 2,095 ",3K,車破反R汽溝,,-,,? 出貨完畢,,,,  ,,,  ,,,,,
111/07/14,偉順,三仕,1110714106,-1,50BV30,短套,1/2 ×,E24,,                     900 ,10B,反R板溝,111/08/08,杰霖,1110072,? 出貨完畢,,,,  ,,,,,,,,
111/02/26,偉順,昇達鑫,20220225021,-1,50BV30,短套,1/2 ×,1-1/16,× 12R,                     500 ,10B,直型大雙溝 #PGM,,杰霖,111020,? 出貨完畢,,,,  ,,,  ,,,,,
111/02/14,偉順,潮洋,22214006,-1,50BV30,短套,1/2 ×,32,× 12R,"                 1,500 ",5K,直型小雙溝,,杰霖,1110113,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/21,偉順,昇達鑫,20220421029,-1,50BV30,短套,1/2 ×,27,× 12R,                     800 ,15B,直型大雙溝 #PGM,,杰霖,111043,? 出貨完畢,1K,,,  ,,,,,,,,
111/08/05,向得行,松亞豐鑫,1110804,-3,415,短汽,3/4 ×,19,× 6R,"                 3,094 ",3K,正R汽溝,,宏元,,? 出貨完畢,3K,,,  ,,,,,,,,
111/04/20,杰毅,杰毅,AIM22042005,-1,50BV30,短套,1/2 ×,17,× 6R,"                 3,150 ",1K,RO,,,,? 出貨完畢,,,,  ,,,,,,,,
111/04/19,杰毅,昇達鑫,20220418030,-1,50BV30,短套,1/2 ×,20,× 12R,                     400 ,1B,RO雙溝,,,202204190002,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/18,維興,維興,2220031,-1,50BV30,S,1/2 ×,22,× 6R,"                 6,000 ",24B,S.DIN,,鴻輝,,? 出貨完畢,,,"            3,064 ",  ,"                         2,936 ",6000,                          -   ,,,,,
111/04/18,維興,昇達鑫,20220418028,-1,50BV30,L,1/2 ×,5/8,× 6R,"               12,250 ",35B,#1425000,,立富,,? 出貨完畢,,,"          12,226 ",  ,,,  ,,,,,
111/04/18,維興,維興,2220501,-1,50BV30,雙向,1/2 ×,19,× 19.5,"                 1,383 ",1K1B,車R雙頭,,維興,,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/18,維興,維興,2220501,-2,50BV30,S,1/2 ×,22,× 6R,"                 5,094 ",22B,短美單,,,,? 出貨完畢,,,,  ,,,  ,,,,,
111/05/12,偉順,三仕,1110509110,-1,50BV30,短套,1/2 ×,E18,,"                 2,000 ",4B,正R板溝,,偉順,111052,? 出貨完畢,1K,,,  ,,,,,,,,
111/04/12,偉順,三仕,1110412111,-1,50BV30,短套,1/2 ×,15/16,× 12R,"                 2,000 ",12B,直型大雙溝,,杰霖,111038,? 出貨完畢,1K,,,  ,,,  ,,,,,
111/04/14,維興,昇達鑫,20220414004,-1,50BV30,L,1/2 ×,11/16,× 6R,"               14,840 ",53B,#1425000,,立富,,? 出貨完畢,11K,,"          14,988 ",  ,,,  ,,,,,
111/03/07,向得行,向得行,1018080,-1,50BV30,短套,1/2 ×,32,× 12R,"                 5,564 ",7K,車破反R,,-,,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/14,維興,昇達鑫,20220414004,-2,50BV30,L,1/2 ×,27,× 6R,"                 2,040 ",17B,L.92,,玄豐,,? 出貨完畢,3K,,,  ,,,  ,,,,,
111/04/13,偉順,三仕,1110413118,-1,50BV30,短套,1/2 ×,E14,,"                 3,400 ",8B,正R板溝,,偉順,,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/13,六宏,昇達鑫,20220413020,-1,50BV30,短套,1/2 ×,26,× 6R,"                 1,750 ",7B,反R,,,,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/21,偉順,三仕,1110421129,-2,50BV30,短套,1/2 ×,17,× 12R,"                 2,500 ",10B,直型,,杰霖,111044,? 出貨完畢,1K,,,  ,,,,,,,,
111/07/11,向得行,潮洋,22707009,-3,50BV30,短套,1/2 ×,30,× 6R,"                 7,760 ",12K,反R,,銓成,,? 出貨完畢,,,,  ,,,,,,,,
111/07/11,向得行,潮洋,22707009,-4,50BV30,短套,1/2 ×,30,× 6R,"                 2,000 ",-,反R,,銓成,做黑,? 出貨完畢,,,,  ,,,,,,,,
111/04/13,杰毅,觀宏,11104130006,-1,50BV30,HBS,1/2 ×,10,× 6R,"                 2,000 ",4B,正R珠溝,,,,? 出貨完畢,,,,  ,,,  ,,,,,
111/05/12,偉順,三仕,1110509110,-2,50BV30,短套,1/2 ×,E18,,"                 2,000 ",4B,正R板溝,,杰霖,111052,? 出貨完畢,1K,,,  ,,,,,,,,
111/04/12,維興,三仕,1110412110,-1,50BV30,S,1/2 ×,20,× 6R,"                 2,100 ",6B,S.92,,玄豐,,? 出貨完畢,1K,,,  ,,,  ,,,,,
111/04/12,偉順,三仕,1110412111,-2,50BV30,短套,1/2 ×,24,× 12R,"                 1,000 ",16B,直型大雙溝,,偉順,111038,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/12,維興,維興,2220021,-1,50BV30,雙向,1/2 ×,19,× 21,"                 4,640 ",29B,#1A75000,,維興,,? 出貨完畢,4K,,"            4,676 ",  ,,,  ,,,,,
111/04/11,維興,維興,2220287,-1,50BV30,雙向,1/2 ×,21,× 21.5,"                 4,209 ",4K,車R雙頭,,維興,,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/11,維興,維興,2220287,-2,50BV30,雙向,1/2 ×,21.5,× 22.5,"                 5,106 ",5K,車R雙頭,,維興,,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/08,維興,昇達鑫,20220408015,-1,50BV30,L,1/2 ×,19,× 6R,"                 2,070 ",9B,L.92,,玄豐,,? 出貨完畢,2K,,"            2,070 ",  ,,,  ,,,,,
111/04/08,維興,昇達鑫,20220408015,-2,50BV30,L,1/2 ×,19,× 6R,"               15,180 ",66B,#1425000,,立富,?? 不良扣款,? 出貨完畢,7K,,"          10,228 ",  ,"                         3,092 ",13320,"                    1,860 ",入欠,,,,
111/04/07,維興,維興,2220233,-1,50BV30,S,1/2 ×,13,× 6R,"               30,000 ",108B,單滑溝,,鴻輝,,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/07,杰毅,興信,AD222032401-05,-1,50BV30,短套,1/2 ×,13,× 6R,"                 5,000 ",10B,RO,,,,? 出貨完畢,,,,  ,,,  ,,,,,
111/02/07,杰毅,杰毅,202202070004,-2,50BV30,短套,1/2 ×,19,× 6R,                     600 ,1B,RO,,,,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/07,杰毅,興信,AD222032401-05,-2,50BV30,短套,1/2 ×,14,× 6R,"                 5,000 ",10B,RO,,,,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/07,維興,昇達鑫,20220407024,-1,50BV30,L,1/2 ×,27,× 6R,"                 1,200 ",10B,#247R000,,鴻輝,,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/07,維興,維興,2220316,-1,50BV30,扣環,1/2 ×,1/4,,"                 1,500 ",1K,#792806,,宏茂,,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/07,杰毅,興信,AD222032401-05,-3,50BV30,短套,1/2 ×,22,× 6R,"                 2,100 ",7B,RO雙溝,,,,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/07,杰毅,興信,AD222032401-05,-4,50BV30,短套,1/2 ×,16,× 12R,"                 5,400 ",9B,RO削花溝珠溝,,,,? 出貨完畢,,,,  ,,,  ,,,,,
111/04/07,?德,?德,1110407HD,-1,50BV30,長套,1/2 ×,34,× 6R,"                 3,004 ",8K,車破反R,,信昌 (潮松料),,? 出貨完畢,,,,  ,,,,,,,,
111/04/06,偉順,三仕,1110406129,-1,50BV30,短套,1/2 ×,20,× 12R,                     900 ,9B,直型大雙溝,,杰霖,111037,? 出貨完畢,,,,  ,,,  ,,,,,
111/09/08,偉順,三仕,1110907120,-2,50BV30,短套,1/2 ×,21,× 12R,"                 1,485 ",13B,反R,111/09/21,杰霖,111090,? 出貨完畢,1K,1B,"            1,505 ",  ,,,,,,,,
111/04/01,?德,潮松,2204010011,-1,50BV30,接頭,3/4 ×,1/2,,"               10,200 ",6K,汽動,,,,? 出貨完畢,,,,  ,,,,,,,,
