進貨日期,客戶,鍛品來源,貨單編號,-,材質,品名,幾分 ×,規格,× 幾角, 數量 ,件數, 加工,圖號,下一關,備註,出貨狀況,K,B,出貨數量,數量尚有, 次批數量 ,出貨總數量,數量差,原因,總重,桶重,單重,換算數量
114/02/13,偉順,三仕入,1140210131,-3,50BV30,短套,1/2 ×,21,× 12R,                     700 ,8B,直型中雙溝,114/03/10,杰霖,114007,,,,,,,,,,,,,
114/02/13,偉順,三仕入,1140210131,-4,50BV30,短套,1/2 ×,21,× 12R,"                 2,100 ",,114047,,,114007,?? 訂單轉移,,,,,,,,,,,,
114/02/13,偉順,三仕入,1140210110,-1,50BV30,短套,1/2 ×,24,× 12R,                     600 ,6B,直型中雙溝,114/03/10,杰霖,114007,? 出貨完畢,,,,,,,,,,,,
114/02/13,偉順,三仕入,1140210110,-2,50BV30,短套,1/2 ×,24,× 12R,                     900 ,,直型小雙溝,114/04/07,杰霖,114007,? 出貨完畢,,,,,,,,,,,,
114/02/13,偉順,三仕入,1140211003,-1,50BV30,短套,1/2 ×,3/8,× 12R,"                 1,000 ",2B,正R小雙溝,114/04/07,杰霖,114008,,,,,,,,,,,,,
114/02/13,偉順,三仕入,1140211003,-2,50BV30,短套,1/2 ×,9/16,× 12R,                     600 ,5B,直型中雙溝,114/03/10,杰霖,114008,,,,,,,,,,,,,
114/02/13,偉順,三仕入,1140211003,-3,50BV30,短套,1/2 ×,9/16,× 12R,                     800 ,,正R小雙溝,,偉順,114008,,,,,,,,,,,,,
114/02/13,偉順,三仕入,1140211003,-4,50BV30,短套,1/2 ×,9/16,× 12R,"                 1,600 ",,直型大雙溝,,偉順,114008,,,,,,,,,,,,,
113/09/25,筌振,三仕入,1130919107,-4,50BV30,短套,3/4 ×,36,× 12R,"                 2,111 ",,1131031,,,,?? 訂單轉移,,,,,,,,,,,,
114/02/14,向得行,昇達鑫入,20250212011,-1,50BV30,長汽,1/2 ×,22,× 6R,"                 2,080 ",16B,反R汽溝,#4308,,整批急件??,? 出貨完畢,,,,,,,,,,,,
114/02/14,六宏,昇達鑫入,20250212010,-1,50BV30,長汽,1/2 ×,21,× 6R,"                 1,120 ",7B,雙頭,,鴻輝,,? 出貨完畢,1K,,,,,,,,,,,
114/02/14,杰毅,昇達鑫入,20250212009,-1,50BV30,短套,1/2 ×,14,× 12R,                     650 ,1B,暫放不加工,,,庫存??,?? 訂單轉移,,,,,,,,,,,,
114/02/18,杰毅,興信入,AD224122301-06,-1,50BV30,短套,1/2 ×,23,× 12R,                     500 ,2B,RO,,,,? 出貨完畢,,,,,,,,,,,,
114/02/18,杰毅,興信入,AD224122301-06,-2,50BV30,短套,1/2 ×,8,× 6R,"                 1,350 ",3B,RO,,,,? 出貨完畢,,,,,,,,,,,,
114/02/18,杰毅,興信入,AD224122301-06,-3,50BV30,短套,1/2 ×,19,× 6R,"                 2,400 ",6B,RO,,,車錯成RO雙溝不請款,? 出貨完畢,,,,,,,,,,,,
114/01/16,杰毅,興信入,AD224122001-03,-7,50BV30,短套,1/2 ×,17,× 6R,"                 1,800 ",4B,RO,,,,? 出貨完畢,,,,,,,,,,,,
114/02/18,杰毅,興信入,AD224122301-06,-4,50BV30,短套,1/2 ×,27,× 6R,                     900 ,5B,RO,,,,? 出貨完畢,,,,,,,,,,,,
114/02/18,杰毅,興信入,AD224122301-06,-5,50BV30,短套,1/2 ×,30,× 6R,                     560 ,4B,RO,,,,? 出貨完畢,,,,,,,,,,,,
114/02/10,仁廷,智旺入,0281,-2,6140,萬向母,1/2 ×,-,,"               50,000 ",,車R一溝,,,,? 尚有尾數,10K,,"          30,000 ",,,,,,,,,
114/02/19,偉順,三仕入,1140218110,-1,50BV30,短套,1/2 ×,15,× 12R,                     600 ,3B,直型中雙溝,114/03/10,杰霖,114009,? 出貨完畢,,,,,,,,,,,,
114/02/19,偉順,三仕入,1140218110,-2,50BV30,短套,1/2 ×,15,× 12R,"                 1,200 ",,直型小雙溝,,偉順,114009,,,,,,,,,,,,,
114/02/19,偉順,三仕入,1140218110,-3,50BV30,短套,1/2 ×,16,× 12R,"                 1,555 ",3B,直型小雙溝,114/04/08,杰霖,114009,,,,,,,,,,,,,
114/02/19,偉順,三仕入,1140214119,-1,50BV30,短套,1/2 ×,5/8,× 12R,                     600 ,4B,直型中雙溝,114/03/10,杰霖,114009,? 出貨完畢,,,,,,,,,,,,
114/02/19,偉順,三仕入,1140214119,-2,50BV30,短套,1/2 ×,5/8,× 12R,"                 1,800 ",,直型大雙溝,,偉順,114009,,,,,,,,,,,,,
114/02/20,向得行,向得行入,009546,-1,50BV30,火星,1/2 ×,20.8,× 6R,"                 2,000 ",2K,#4335 車外徑,,,,? 出貨完畢,,,,,,,,,,,,
114/02/24,杰毅,觀宏入,11402190005,-1,50BV30,HBS,1/2 ×,5/16,× 6R,                     500 ,1B,RO,,,庫存併單,? 出貨完畢,,,                900 ,,,,,,,,,
114/02/24,維興,維興入,2219292,-1,50BV30,L,1/2 ×,1-1/8,× 6R,"                 3,040 ",38B,長美單,,,,,,,,,,,,,,,,
114/02/24,維興,維興入,2219292,-2,50BV30,L,1/2 ×,1-1/8,× 6R,"                 2,000 ",25B,L.DIN,,立富,,? 準備出貨,,,,,,,,,,,,
114/02/24,維興,維興入,2219292,-3,50BV30,L,1/2 ×,29,× 6R,"                 3,060 ",34B,長美單,,,,,,,,,,,,,,,,
114/02/24,維興,維興入,2219292,-4,50BV30,扣環,1/2 ×,1/4,× 6R,"                 3,000 ",1K,#792806,,,,,,,,,,,,,,,,
114/02/24,六宏,六宏入,007884,-1,50BV30,短汽,1/2 ×,15,× 6R,"                 2,919 ",2K,直型汽溝車外徑,,鴻輝,,? 出貨完畢,,,"            2,915 ",,,,,,,,,
114/02/24,六宏,六宏入,016212,-1,50BV30,短套,3/4 ×,32,× 6R,                     319 ,1K,車修內外角,,,收費,? 出貨完畢,1K,,,,,,,,,,,
114/02/24,筌振,智旺入,000992,-1,440,長套,1/2 ×,"1""",× 6R,"                 4,800 ",48B,IC圖,,,,? 出貨完畢,,,"            8,200 ",,"                         1,657 ",,,,,,,
114/02/25,向得行,潮洋入,252210003,-1,50BV30,短套,1/2 ×,27,× 6R,"                 3,040 ",3K,反R,,,,? 出貨完畢,,,"            3,050 ",,,,,,,,,
114/02/25,向得行,潮洋入,252210003,-2,50BV30,長套,1/2 ×,21,× 6R,"                 3,000 ",3K,反R,,,,? 出貨完畢,,,,,,,,,,,,
114/02/25,向得行,潮洋入,252210003,-3,50BV30,長套,1/2 ×,19,× 6R,"                 1,900 ",2K,反R,,,,? 出貨完畢,,,,,,,,,,,,
114/02/25,向得行,潮洋入,252210001,-1,50BV30,短套,1/2 ×,17,× 12R,"                 3,050 ",1K,反R,,,,? 出貨完畢,,,,,,,,,,,,
114/02/25,向得行,潮洋入,252210001,-2,50BV30,短套,1/2 ×,24,× 6R,"                 3,020 ",2K,反R,,,,? 出貨完畢,,,"            3,036 ",,,,,,,,,
114/02/25,向得行,潮洋入,252210001,-3,50BV30,長套,1/2 ×,17,× 12R,"                 1,990 ",2K,反R,,,,? 出貨完畢,,,"            1,980 ",,,,,,,,,
114/02/25,杰毅,昇達鑫入,20250221011,-2,50BV30,短套,1/2 ×,19,× 6R,"                 2,500 ",5B,RO,,,,? 出貨完畢,,,"            2,478 ",,,,,,,,,
114/03/18,杰毅,興信入,AD225031402-2,-1,50BV30,短套,1/2 ×,17,× 6R,"                 2,250 ",5B,RO,,,,? 出貨完畢,,,,,,,,,,,,
114/02/25,六宏,昇達鑫入,20250221010,-1,440,長汽,1/2 ×,27,× 6R,"                 4,050 ",45B,GS,,,,,,,,,,,,,,,,
114/02/26,仁廷,智旺入,0293,-1,50BV30,汽動萬套,1/2 ×,19,,"               16,203 ",63B,,,,,,,,,,,,,,,,,
114/02/26,仁廷,智旺入,0293,-2,50BV30,汽動萬套,1/2 ×,5/8,,"                 3,150 ",9B,,,,,,,,,,,,,,,,,
114/02/26,六宏,庫存發出入,1140225,-1,50BV30,短套,1/2 ×,32,× 6R,                     800 ,,反R,,,,? 出貨完畢,1K,,                800 ,,,,,,,,,
114/02/26,維興,維興入,2218264,-1,50BV30,L,1/2 ×,13/16,× 6R,"                 1,000 ",1K,#2425191,,,,,,,,,,,,,,,,
114/02/05,筌振,智旺入,000963,-2,50BV30,長套,1/2 ×,23,× 6R,"                 3,000 ",3K,美規一溝車外徑,,,,? 出貨完畢,,,,,,,,,,,,
114/02/26,筌振,智旺入,0294,-1,50BV30,長套,1/2 ×,23,× 6R,,3K,美規雙溝 #DIE,,,,? 出貨完畢,,,"            3,600 ",,,,,,,,,
114/02/26,筌振,智旺入,0294,-2,50BV30,長套,1/2 ×,23,× 6R,"                 3,000 ",2K,美規一溝,車外徑?,,平面與溝距5mm,? 出貨完畢,,,"            1,493 ",,,,,,,,,
114/02/27,仁廷,智旺入,0296,-1,50BV30,汽動萬套,1/2 ×,18,× 6R,"               13,155 ",53B,,,,,,,,,,,,,,,,,
114/02/27,仁廷,智旺入,0296,-2,50BV30,汽動萬套,3/8 ×,3/4,× 6R,"                 6,064 ",24B,,,,,,,,,,,,,,,,,
114/03/03,筌振,智旺入,009256,-1,440,長套,1/2 ×,3/8,× 6R,"                 3,832 ",3K,#IC圖,,,手動,? 出貨完畢,,,"            6,724 ",,,,,,,,,
114/03/03,仁廷,智旺入,0298,-1,50BV30,汽動萬套,1/2 ×,17,× 6R,"               12,000 ",59B,,,,,? 出貨完畢,,,,,,,,,,,,
114/03/04,?德,潮洋入,25303008,-1,50BV30,短套,3/4 ×,24,× 6R,                     980 ,5K,直型,,,,? 出貨完畢,,,,,,,,,,,,
114/03/04,?德,潮洋入,25303008,-2,50BV30,短套,3/4 ×,24,× 6R,"                 4,180 ",,正R,,,,? 出貨完畢,,,,,,,,,,,,
114/03/04,?德,潮洋入,25303008,-3,50BV30,短套,3/4 ×,30,× 6R,"                 5,038 ",7K,反R,,,,? 出貨完畢,,,,,,,,,,,,
114/03/05,仁廷,智旺入,0299,-1,440,長汽,1/2 ×,27,× 6R,"                 8,036 ",90B,內角 半車R倒角,,,,,,,,,,,,,,,,
114/03/05,仁廷,智旺入,0299,-2,6140,萬向套筒,10.18 ×,19,× 12R,"               20,241 ",45B,,,,,,,,,,,,,,,,,
114/03/05,仁廷,智旺入,0299,-3,6140,萬向套筒,10.18 ×,18,× 12R,"               10,060 ",23B,,,,,,,,,,,,,,,,,
114/03/06,維興,昇達鑫入,20250304014,-1,50BV30,S,1/2 ×,E14,,"                 1,100 ",2B,S.92,,,,,,,,,,,,,,,,
114/03/06,仁廷,智旺入,0300,-1,6140,接頭,3/4 ×,36,× 25,"                 5,200 ",4K,單頭珠溝,,,,,,,,,,,,,,,,
114/03/06,鉅朋,昇達鑫入,20250304015,-1,440,長汽,1/2 ×,30,× 6R,                     560 ,7B,GS,,,,,,,,,,,,,,,,
114/03/06,鉅朋,昇達鑫入,20250304015,-2,440,長汽,1/2 ×,9/16,× 6R,                     660 ,3B,GS,,,,? 出貨完畢,,,,,,,,,,,,
114/03/06,仁廷,智旺入,0302,-1,50BV30,萬象母,1/2 ×,-,,"                 4,660 ",14K,,,,,,,,,,,,,,,,,
114/03/06,?德,潮松入,2503050001,-1,50BV30,接頭,1/2 ×,3/4,,"                 9,000 ",3K,汽動,,,,? 出貨完畢,,,,,,,,,,,,
114/03/06,筌振,筌振入,1140306,-1,50BV30,短套,3/4 ×,19,× 12R,                     250 ,1K,補車色帶溝,,有旺,,? 出貨完畢,,,,,,,,,,,,
114/03/06,筌振,筌振入,1140306,-2,50BV30,短套,3/4 ×,22,× 12R,                     250 ,1K,補車色帶溝,,有旺,,? 出貨完畢,,,,,,,,,,,,
114/03/06,筌振,筌振入,1140306,-3,50BV30,短套,3/4 ×,24,× 12R,                     250 ,1K,補車色帶溝,,有旺,,? 出貨完畢,,,,,,,,,,,,
114/03/06,筌振,筌振入,1140306,-4,50BV30,短套,3/4 ×,30,× 12R,                     270 ,1K,補車色帶溝,,有旺,,? 出貨完畢,,,,,,,,,,,,
114/03/06,筌振,筌振入,1140306,-5,50BV30,短套,3/4 ×,32,× 12R,                     264 ,1K,補車色帶溝,,有旺,,? 出貨完畢,,,,,,,,,,,,
114/03/06,筌振,筌振入,1140306,-6,50BV30,短套,3/4 ×,36,× 12R,                     270 ,1K,補車色帶溝,,有旺,,? 出貨完畢,,,,,,,,,,,,
114/03/06,筌振,筌振入,1140306,-7,50BV30,短套,3/4 ×,7/8,× 12R,                     260 ,1K,補車色帶溝,,有旺,,? 出貨完畢,,,,,,,,,,,,
114/03/06,筌振,筌振入,1140306,-8,50BV30,短套,3/4 ×,15/16,× 12R,                     250 ,1K,補車色帶溝,,有旺,,? 出貨完畢,,,,,,,,,,,,
114/03/06,筌振,筌振入,1140306,-9,50BV30,短套,3/4 ×,1-1/8,× 12R,                     260 ,1K,補車色帶溝,,有旺,,? 出貨完畢,,,,,,,,,,,,
114/03/06,筌振,筌振入,1140306,-10,50BV30,短套,3/4 ×,1-3/16,× 12R,                     260 ,1K,補車色帶溝,,有旺,,? 出貨完畢,,,,,,,,,,,,
114/03/06,筌振,筌振入,1140306,-11,50BV30,短套,3/4 ×,1-1/4,× 12R,                     260 ,1K,補車色帶溝,,有旺,,? 出貨完畢,,,,,,,,,,,,
114/03/06,筌振,筌振入,1140306,-12,50BV30,短套,3/4 ×,1-5/16,× 12R,                     270 ,1K,補車色帶溝,,有旺,,? 出貨完畢,,,,,,,,,,,,
114/03/06,筌振,筌振入,1140306,-13,50BV30,短套,3/4 ×,1-3/18,× 12R,                     260 ,1K,補車色帶溝,,有旺,,? 出貨完畢,,,,,,,,,,,,
114/03/10,向得行,潮洋入,25307006,-1,50BV30,短套,1/2 ×,17,× 6R,"               15,200 ",4K,反R,,,,? 出貨完畢,,,"          11,027 ",,,,,,,,,
114/03/10,向得行,潮洋入,25307006,-2,50BV30,短套,1/2 ×,19,× 6R,"               15,300 ",5K,反R,,,,? 出貨完畢,,,,,,,,,,,,
114/03/10,向得行,潮洋入,25307006,-3,50BV30,短套,1/2 ×,20,× 6R,"                 5,130 ",2K,反R,,,,,,,,,,,,,,,,
114/03/10,向得行,潮洋入,25307006,-4,50BV30,短套,1/2 ×,24,× 6R,"                 3,990 ",2K,反R車外徑,,,,? 出貨完畢,,,,,,,,,,,,
114/03/10,向得行,潮洋入,25307006,-5,50BV30,短套,1/2 ×,27,× 6R,"                 1,940 ",2K,反R車外徑,,,,? 出貨完畢,,,"            1,954 ",,,,,,,,,
114/03/07,筌振,智旺入,入貨無單,-1,50BV30,長套,1/2 ×,20,× 6R,"                 3,427 ",3K,美規雙頭雙溝,,,,,,,,,,,,,,,,
114/03/11,向得行,三仕入,1140306107,-1,50BV30,短套,1/2 ×,30,× 12R,"                 3,000 ",20B,反R,,,,? 出貨完畢,,,,,,,,,,,,
114/03/11,向得行,三仕入,1140306107,-2,50BV30,短套,1/2 ×,30,× 6R,"                 1,350 ",9B,反R,,,,? 出貨完畢,8K,,,,,,,,,,,
114/03/11,向得行,三仕入,1140306107,-3,50BV30,短套,1/2 ×,30,× 6R,"                 7,650 ",51B,反R,,,,? 出貨完畢,8K,,,,,,,,,,,
114/03/12,維興,維興入,2218277,-1,50BV30,L,1/2 ×,14,× 12R,"                 1,642 ",2K,L.其他,#147Q000,,,,,,,,,,,,,,,
114/03/12,維興,維興入,2218277,-2,50BV30,L,1/2 ×,9,× 6R,"                 1,791 ",2K,L.其他,#147Q000,,,,,,,,,,,,,,,
114/03/13,維興,維興入,2218306,-1,50BV30,L,1/2 ×,17,× 6R,"                 4,205 ",16B,長美單,,,,,,,,,,,,,,,,
114/03/13,維興,維興入,2218306,-2,50BV30,L,1/2 ×,21,× 6R,"                 1,500 ",10B,長美單,,,,,,,,,,,,,,,,
114/03/13,維興,維興入,2218306,-3,50BV30,L,1/2 ×,21,× 6R,"                 3,600 ",24B,L.DIN,147000A,,,,,,,,,,,,,,,
114/03/13,維興,維興入,2218306,-4,50BV30,雙向,1/2 ×,3/4,× 13/16,"                 5,088 ",32B,車R板溝,1A2535,,,,,,,,,,,,,,,
114/03/13,?德,潮洋入,25313003,-1,50BV30,火星,3/8 ×,16,× 6R,"                 1,033 ",1K,,,,,,,,,,,,,,,,,
114/03/13,?德,潮洋入,25313004,-1,50BV30,短套,1/2 ×,24,× 6R,"                 4,150 ",3K,,,,,,,,,,,,,,,,,
114/03/13,?德,潮洋入,25313004,-2,440,短汽,1/2 ×,23,× 6R,"                 5,050 ",3K,#84400,,,,,,,,,,,,,,,,
114/03/11,偉順,三仕入,140306102,-1,50BV30,短套,1/2 ×,E12,,                     300 ,3B,正R板溝,114/03/25,杰霖,114010,,,,,,,,,,,,,
114/03/11,偉順,三仕入,140306102,-2,50BV30,短套,1/2 ×,E12,,"                 1,200 ",,正R板溝,,偉順,114010,,,,,,,,,,,,,
114/03/11,偉順,三仕入,140306102,-3,50BV30,短套,1/2 ×,E24,,                     500 ,5B,反R板溝,114/04/08,杰霖,114010,,,,,,,,,,,,,
114/03/11,偉順,三仕入,140306102,-4,50BV30,短套,1/2 ×,E24,,"                 1,000 ",,反R板溝,,偉順,114010,,,,,,,,,,,,,
114/03/13,六宏,六宏入,1140312,-1,50BV30,短套,1/2 ×,34,× 6R,                     507 ,1K,依樣品,,,生鏽,? 出貨完畢,,,,,,,,,,,,
114/03/13,向得行,松亞豐鑫入,1140313,-1,50BV30,短套,3/4 ×,30,× 12R,"                 2,000 ",3K,車破反R,,,,? 出貨完畢,,,"            1,992 ",,,,,,,,,
114/03/13,向得行,松亞豐鑫入,1140313,-2,415,長汽,"1"" ×",30,× 6R,"                 1,012 ",3K,未加工轉出,,富祥,,? 出貨完畢,,,,,,,,,,,,
114/03/13,向得行,松亞豐鑫入,1140313,-3,415,長汽,3/4 ×,24,× 6R,"                 1,047 ",2K,未加工轉出,,富祥,,? 出貨完畢,,,,,,,,,,,,
114/03/13,向得行,松亞豐鑫入,1140313,-4,415,短汽,3/4 ×,28,× 6R,"                 1,192 ",2K,車破反R汽溝,,,,? 出貨完畢,,,"            1,176 ",,,,,,,,,
114/03/13,向得行,松亞豐鑫入,1140313,-5,415,短汽,3/4 ×,30,× 6R,"                 1,994 ",4K,車破反R汽溝,,,,? 出貨完畢,,,,,,,,,,,,
114/03/17,維興,昇達鑫入,20250313005,-1,50BV30,L,1/2 ×,14,× 6R,"                 2,100 ",7B,L.92,,,,,,,,,,,,,,,,
114/03/17,維興,昇達鑫入,20250313005,-2,50BV30,L,1/2 ×,16,× 6R,"                 2,000 ",8B,L.92,,,,,,,,,,,,,,,,
114/03/17,維興,昇達鑫入,20250313005,-3,50BV30,L,1/2 ×,18,× 6R,"                 2,070 ",9B,L.92,,,,,,,,,,,,,,,,
114/03/17,維興,維興入,2218281,-1,50BV30,S,1/2 ×,24,× 6R,"                 3,329 ",17B,短美單,,,,,,,,,,,,,,,,
